0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 3.16778e-13 -1.16689e-08 -4.66772e-08 -1.16694e-07 -2.33387e-07 -4.08423e-07 -6.53464e-07 -9.80165e-07 -1.40017e-06 -1.92511e-06 -2.56657e-06 -3.33615e-06 -4.24535e-06 -5.30564e-06 -6.52843e-06 -7.92502e-06 -9.50659e-06 -1.12842e-05 -1.32687e-05 -1.54709e-05 -1.79011e-05 -2.05695e-05 -2.3486e-05 -2.66601e-05 -3.01006e-05 -3.38163e-05 -3.78149e-05 -4.21038e-05 -4.66894e-05 -5.15773e-05 -5.67722e-05 -6.22774e-05 -6.80954e-05 -7.42267e-05 -8.06707e-05 -8.74247e-05 -9.4484e-05 -0.000101842 -0.000109489 -0.000117414 -0.000125601 -0.000134032 -0.000142686 -0.000151538 -0.000160558 -0.000169714 -0.000178968 -0.000188279 -0.000197599 -0.000206881 -0.000216068 -0.000225103 -0.000233925 -0.00024247 -0.000250671 -0.000258461 -0.000265772 -0.000272537 -0.000278691 -0.000284171 -0.000288921 -0.000292889 -0.000296028 -0.000298301 -0.000299679 -0.000300142 -0.000299679 -0.000298289 -0.000295981 -0.000292772 -0.000288688 -0.000283763 -0.000278037 -0.000271557 -0.000264372 -0.000256536 -0.000248105 -0.000239134 -0.00022968 -0.000219798 -0.000209539 -0.000198956 -0.000188093 -0.000176994 -0.000165699 -0.000154243 -0.000142657 -0.000130968 -0.0001192 -0.000107372 -9.55e-05 -8.35974e-05 -7.16742e-05 -5.97381e-05 -4.77946e-05 -3.58473e-05 -2.38985e-05 -1.19493e-05 0 
0 1.16702e-08 1.26667e-12 -5.83459e-08 -1.86711e-07 -4.0843e-07 -7.4684e-07 -1.22527e-06 -1.86702e-06 -2.69541e-06 -3.73367e-06 -5.00504e-06 -6.53265e-06 -8.33958e-06 -1.04488e-05 -1.28831e-05 -1.5665e-05 -1.88171e-05 -2.23614e-05 -2.63198e-05 -3.07137e-05 -3.55639e-05 -4.08909e-05 -4.67144e-05 -5.30535e-05 -5.99261e-05 -6.73495e-05 -7.53395e-05 -8.39107e-05 -9.30763e-05 -0.000102847 -0.000113234 -0.000124242 -0.000135877 -0.000148141 -0.000161031 -0.000174544 -0.000188669 -0.000203394 -0.000218701 -0.000234565 -0.000250957 -0.000267841 -0.000285174 -0.000302907 -0.000320981 -0.00033933 -0.000357879 -0.000376546 -0.000395238 -0.000413854 -0.000432287 -0.000450419 -0.000468128 -0.000485284 -0.000501753 -0.000517401 -0.00053209 -0.000545685 -0.000558055 -0.000569074 -0.000578627 -0.000586607 -0.000592923 -0.000597499 -0.000600275 -0.000601212 -0.000600287 -0.000597499 -0.000592864 -0.00058642 -0.000578218 -0.000568328 -0.00055683 -0.000543818 -0.000529395 -0.000513667 -0.000496748 -0.000478751 -0.000459788 -0.00043997 -0.000419404 -0.000398189 -0.000376421 -0.000354184 -0.000331559 -0.000308616 -0.000285417 -0.000262016 -0.00023846 -0.000214787 -0.00019103 -0.000167215 -0.000143361 -0.000119483 -9.55928e-05 -7.16961e-05 -4.77974e-05 -2.38985e-05 0 
0 4.66791e-08 5.83497e-08 2.85112e-12 -1.63371e-07 -4.66783e-07 -9.45238e-07 -1.63373e-06 -2.56725e-06 -3.78075e-06 -5.30913e-06 -7.18724e-06 -9.44983e-06 -1.21315e-05 -1.52668e-05 -1.88899e-05 -2.30349e-05 -2.77353e-05 -3.30246e-05 -3.89354e-05 -4.54999e-05 -5.27498e-05 -6.07156e-05 -6.94272e-05 -7.89131e-05 -8.92007e-05 -0.000100316 -0.000112283 -0.000125123 -0.000138857 -0.000153502 -0.000169073 -0.000185579 -0.00020303 -0.000221427 -0.000240769 -0.000261049 -0.000282254 -0.000304364 -0.000327353 -0.000351186 -0.000375819 -0.000401199 -0.000427262 -0.000453933 -0.000481127 -0.000508743 -0.000536671 -0.000564786 -0.00059295 -0.000621011 -0.000648806 -0.000676158 -0.000702882 -0.000728783 -0.000753658 -0.0007773 -0.000799503 -0.00082006 -0.000838772 -0.000855446 -0.000869906 -0.000881991 -0.000891561 -0.000898499 -0.000902714 -0.000904146 -0.000902761 -0.000898557 -0.000891561 -0.000881828 -0.00086944 -0.000854501 -0.000837138 -0.000817493 -0.000795722 -0.000771991 -0.00074647 -0.000719333 -0.000690751 -0.000660891 -0.000629916 -0.000597976 -0.000565215 -0.000531762 -0.000497736 -0.000463243 -0.000428376 -0.000393217 -0.000357834 -0.000322285 -0.000286618 -0.00025087 -0.000215071 -0.000179241 -0.000143396 -0.000107546 -7.16961e-05 -3.58473e-05 0 
0 1.16696e-07 1.86716e-07 1.63379e-07 5.07452e-12 -3.5009e-07 -9.33591e-07 -1.79717e-06 -2.9875e-06 -4.55119e-06 -6.53484e-06 -8.98493e-06 -1.19479e-05 -1.54699e-05 -1.9597e-05 -2.43749e-05 -2.98492e-05 -3.60647e-05 -4.30661e-05 -5.0897e-05 -5.96008e-05 -6.92196e-05 -7.97944e-05 -9.13654e-05 -0.000103971 -0.000117647 -0.00013243 -0.000148351 -0.000165441 -0.000183727 -0.000203231 -0.000223975 -0.000245972 -0.000269235 -0.000293767 -0.000319567 -0.000346628 -0.000374932 -0.000404454 -0.000435161 -0.000467006 -0.000499933 -0.000533872 -0.000568739 -0.000604435 -0.000640847 -0.000677843 -0.000715275 -0.000752976 -0.000790763 -0.000828432 -0.000865765 -0.000902524 -0.000938459 -0.000973307 -0.00100679 -0.00103864 -0.00106856 -0.00109628 -0.00112153 -0.00114404 -0.00116356 -0.0011799 -0.00119284 -0.00120223 -0.00120794 -0.0012099 -0.00120806 -0.00120241 -0.001193 -0.0011799 -0.00116321 -0.0011431 -0.00111973 -0.00109329 -0.00106401 -0.0010321 -0.000997808 -0.000961359 -0.000922989 -0.000882927 -0.000841389 -0.000798583 -0.000754698 -0.00070991 -0.000664377 -0.000618242 -0.000571627 -0.00052464 -0.000477373 -0.000429901 -0.000382285 -0.000334576 -0.000286809 -0.000239013 -0.000191205 -0.000143396 -9.55928e-05 -4.77946e-05 0 
0 2.3339e-07 4.08437e-07 4.66792e-07 3.50103e-07 7.96861e-12 -6.4186e-07 -1.63387e-06 -3.03436e-06 -4.90168e-06 -7.29408e-06 -1.02698e-05 -1.38868e-05 -1.8203e-05 -2.32762e-05 -2.91635e-05 -3.59221e-05 -4.36082e-05 -5.22777e-05 -6.19858e-05 -7.27865e-05 -8.4733e-05 -9.7877e-05 -0.000112269 -0.000127957 -0.000144988 -0.000163406 -0.000183251 -0.000204563 -0.000227376 -0.00025172 -0.000277621 -0.0003051 -0.000334169 -0.000364838 -0.000397105 -0.000430962 -0.000466389 -0.000503359 -0.000541828 -0.000581743 -0.000623033 -0.000665614 -0.000709383 -0.000754219 -0.00079998 -0.000846504 -0.000893606 -0.000941078 -0.00098869 -0.00103619 -0.00108329 -0.00112971 -0.00117512 -0.00121919 -0.00126157 -0.0013019 -0.00133983 -0.00137498 -0.00140702 -0.00143561 -0.00146043 -0.00148119 -0.00149767 -0.00150963 -0.00151693 -0.00151947 -0.00151717 -0.00151004 -0.00149813 -0.00148155 -0.00146043 -0.00143497 -0.00140539 -0.00137195 -0.00133492 -0.00129461 -0.0012513 -0.0012053 -0.00115692 -0.00110643 -0.00105413 -0.00100027 -0.000945081 -0.0008888 -0.000831619 -0.000773717 -0.000715246 -0.000656342 -0.000597114 -0.000537657 -0.000478045 -0.000418337 -0.000358576 -0.000298795 -0.000239013 -0.000179241 -0.000119483 -5.97381e-05 0 
0 4.08427e-07 7.46847e-07 9.45249e-07 9.33606e-07 6.41879e-07 1.15897e-11 -1.06206e-06 -2.6144e-06 -4.72706e-06 -7.47003e-06 -1.09132e-05 -1.51265e-05 -2.01793e-05 -2.61411e-05 -3.30809e-05 -4.10672e-05 -5.01681e-05 -6.04508e-05 -7.19817e-05 -8.48263e-05 -9.90486e-05 -0.000114711 -0.000131876 -0.0001506 -0.000170941 -0.000192952 -0.000216684 -0.000242184 -0.000269494 -0.000298652 -0.00032969 -0.000362634 -0.000397504 -0.000434309 -0.000473051 -0.000513723 -0.000556304 -0.000600761 -0.000647047 -0.0006951 -0.00074484 -0.000796166 -0.000848958 -0.000903074 -0.000958347 -0.00101458 -0.00107156 -0.00112904 -0.00118673 -0.00124433 -0.00130151 -0.0013579 -0.00141312 -0.00146676 -0.00151839 -0.00156757 -0.00161386 -0.0016568 -0.00169597 -0.00173095 -0.00176134 -0.0017868 -0.00180701 -0.00182171 -0.00183071 -0.00183387 -0.00183112 -0.00182246 -0.00180795 -0.00178773 -0.00176199 -0.00173095 -0.00169491 -0.00165419 -0.00160913 -0.0015601 -0.00150748 -0.00145164 -0.00139294 -0.00133176 -0.00126843 -0.00120326 -0.00113656 -0.00106858 -0.00099958 -0.000929756 -0.000859298 -0.000788362 -0.000717082 -0.000645565 -0.000573898 -0.000502148 -0.000430362 -0.000358576 -0.000286809 -0.000215071 -0.000143361 -7.16742e-05 0 
0 6.53469e-07 1.22528e-06 1.63375e-06 1.79719e-06 1.63389e-06 1.06209e-06 1.60455e-11 -1.63412e-06 -3.92211e-06 -6.94572e-06 -1.07866e-05 -1.55264e-05 -2.12465e-05 -2.8028e-05 -3.59517e-05 -4.50978e-05 -5.5546e-05 -6.73754e-05 -8.06638e-05 -9.5488e-05 -0.000111924 -0.000130044 -0.000149922 -0.000171626 -0.000195223 -0.000220777 -0.000248349 -0.000277994 -0.000309763 -0.000343702 -0.000379851 -0.000418243 -0.0004589 -0.00050184 -0.000547067 -0.000594573 -0.000644339 -0.000696331 -0.000750497 -0.000806769 -0.000865056 -0.000925247 -0.000987205 -0.00105077 -0.00111575 -0.00118191 -0.00124902 -0.00131677 -0.00138485 -0.00145289 -0.00152051 -0.00158726 -0.00165271 -0.00171634 -0.00177766 -0.00183614 -0.00189123 -0.0019424 -0.00198912 -0.00203088 -0.00206721 -0.00209766 -0.00212187 -0.0021395 -0.00215033 -0.00215419 -0.00215099 -0.00214073 -0.0021235 -0.00209946 -0.00206884 -0.00203195 -0.00198912 -0.00194077 -0.00188731 -0.00182919 -0.00176688 -0.00170082 -0.00163146 -0.00155924 -0.00148455 -0.00140779 -0.0013293 -0.0012494 -0.00116835 -0.00108642 -0.00100382 -0.000920724 -0.000837283 -0.00075362 -0.000669832 -0.00058599 -0.000502148 -0.000418337 -0.000334576 -0.00025087 -0.000167215 -8.35974e-05 0 
0 9.8017e-07 1.86703e-06 2.56727e-06 2.98752e-06 3.03439e-06 2.61444e-06 1.63416e-06 2.14205e-11 -2.38154e-06 -5.60409e-06 -9.76114e-06 -1.49461e-05 -2.12523e-05 -2.87727e-05 -3.75998e-05 -4.7826e-05 -5.95428e-05 -7.28408e-05 -8.78097e-05 -0.000104538 -0.000123113 -0.00014362 -0.000166141 -0.000190758 -0.000217548 -0.000246585 -0.00027794 -0.000311678 -0.000347861 -0.000386542 -0.000427769 -0.000471583 -0.000518014 -0.000567083 -0.0006188 -0.00067316 -0.000730146 -0.000789723 -0.000851838 -0.000916417 -0.000983364 -0.00105256 -0.00112384 -0.00119704 -0.00127195 -0.0013483 -0.00142582 -0.00150418 -0.001583 -0.00166188 -0.00174035 -0.00181794 -0.00189409 -0.00196823 -0.00203978 -0.00210809 -0.00217253 -0.00223246 -0.00228724 -0.00233626 -0.00237895 -0.00241478 -0.0024433 -0.00246412 -0.00247694 -0.00248158 -0.00247793 -0.00246599 -0.00244587 -0.00241777 -0.00238198 -0.00233887 -0.00228887 -0.00223246 -0.00217015 -0.00210248 -0.00203001 -0.00195329 -0.00187283 -0.00178916 -0.00170275 -0.00161405 -0.00152346 -0.00143133 -0.00133801 -0.00124376 -0.00114883 -0.00105342 -0.000957701 -0.000861797 -0.000765815 -0.000669832 -0.000573898 -0.000478045 -0.000382285 -0.000286618 -0.00019103 -9.55e-05 0 
0 1.40018e-06 2.69542e-06 3.78077e-06 4.55122e-06 4.90171e-06 4.7271e-06 3.92216e-06 2.38159e-06 2.80189e-11 -3.32793e-06 -7.70768e-06 -1.32446e-05 -2.00438e-05 -2.82104e-05 -3.78489e-05 -4.90636e-05 -6.19581e-05 -7.66349e-05 -9.31959e-05 -0.000111742 -0.00013237 -0.00015518 -0.000180264 -0.000207716 -0.000237624 -0.000270074 -0.000305146 -0.000342917 -0.000383458 -0.000426833 -0.000473099 -0.000522304 -0.000574487 -0.000629676 -0.000687886 -0.000749119 -0.000813359 -0.000880575 -0.000950712 -0.00102369 -0.00109942 -0.00117776 -0.00125856 -0.00134161 -0.00142669 -0.00151352 -0.00160178 -0.00169111 -0.00178109 -0.00187125 -0.00196109 -0.00205004 -0.00213747 -0.00222273 -0.00230512 -0.0023839 -0.00245834 -0.00252766 -0.00259111 -0.00264798 -0.00269756 -0.00273923 -0.00277245 -0.00279674 -0.00281176 -0.00281728 -0.00281317 -0.00279944 -0.00277623 -0.00274379 -0.00270246 -0.0026527 -0.00259504 -0.00253004 -0.00245834 -0.00238058 -0.00229741 -0.00220948 -0.00211742 -0.00202182 -0.00192324 -0.00182219 -0.00171913 -0.00161447 -0.00150858 -0.00140178 -0.00129432 -0.00118643 -0.00107829 -0.000970047 -0.000861797 -0.00075362 -0.000645565 -0.000537657 -0.000429901 -0.000322285 -0.000214787 -0.000107372 0 
